Frequency, Amplitude
10759,87207  0,00000
10761,21875  0,00003
10762,56445  0,00001
10763,91016  0,00006
10765,25586  0,00001
10766,60156  0,00003
10767,94727  0,00000
10769,29297  0,00005
10770,63867  0,00001
10771,98438  0,00006
10773,33105  0,00001
10774,67676  0,00001
10776,02246  0,00001
10777,36816  0,00003
10778,71387  0,00001
10780,05957  0,00001
10781,40527  0,00001
10782,75195  0,00006
10784,09766  0,00001
10785,44336  0,00000
10786,78906  0,00001
10788,13477  0,00003
10789,48047  0,00001
10790,82617  0,00001
10792,17188  0,00001
10793,51758  0,00002
10794,86426  0,00002
10796,20996  0,00006
10797,55566  0,00004
10798,90137  0,00003
10800,24707  0,00006
10801,59277  0,00001
10802,93848  0,00005
10804,28516  0,00001
10805,63086  0,00003
10806,97656  0,00004
10808,32227  0,00003
10809,66797  0,00006
10811,01367  0,00003
10812,35938  0,00004
10813,70508  0,00002
10815,05078  0,00005
10816,39746  0,00001
10817,74316  0,00000
10819,08887  0,00000
10820,43457  0,00004
10821,78027  0,00000
10823,12598  0,00002
10824,47168  0,00000
10825,81836  0,00005
10827,16406  0,00000
10828,50977  0,00005
10829,85547  0,00001
10831,20117  0,00004
10832,54688  0,00001
10833,89258  0,00005
10835,23828  0,00000
10836,58398  0,00005
10837,93066  0,00000
10839,27637  0,00006
10840,62207  0,00000
10841,96777  0,00001
10843,31348  0,00001
10844,65918  0,00005
10846,00488  0,00001
10847,35156  0,00005
10848,69727  0,00001
10850,04297  0,00002
10851,38867  0,00001
10852,73438  0,00001
10854,08008  0,00001
10855,42578  0,00005
10856,77148  0,00002
10858,11719  0,00003
10859,46387  0,00005
10860,80957  0,00002
10862,15527  0,00005
10863,50098  0,00002
10864,84668  0,00003
10866,19238  0,00007
10867,53809  0,00001
10868,88477  0,00002
10870,23047  0,00001
10871,57617  0,00003
10872,92188  0,00001
10874,26758  0,00001
10875,61328  0,00001
10876,95898  0,00007
10878,30469  0,00001
10879,65039  0,00002
10880,99707  0,00001
10882,34277  0,00003
10883,68848  0,00001
10885,03418  0,00004
10886,37988  0,00001
10887,72559  0,00004
10889,07129  0,00001
10890,41797  0,00003
10891,76367  0,00000
10893,10938  0,00003
10894,45508  0,00002
10895,80078  0,00002
10897,14648  0,00002
10898,49219  0,00001
10899,83789  0,00001
10901,18359  0,00004
10902,53027  0,00001
10903,87598  0,00002
10905,22168  0,00002
10906,56738  0,00001
10907,91309  0,00003
10909,25879  0,00006
10910,60449  0,00002
10911,95117  0,00001
10913,29688  0,00001
10914,64258  0,00004
10915,98828  0,00002
10917,33398  0,00002
10918,67969  0,00004
10920,02539  0,00002
10921,37109  0,00005
10922,71680  0,00004
10924,06348  0,00002
10925,40918  0,00002
10926,75488  0,00000
10928,10059  0,00002
10929,44629  0,00001
10930,79199  0,00001
10932,13770  0,00002
10933,48438  0,00005
10934,83008  0,00002
10936,17578  0,00001
10937,52148  0,00001
10938,86719  0,00005
10940,21289  0,00001
10941,55859  0,00006
10942,90430  0,00000
10944,25000  0,00003
10945,59668  0,00000
10946,94238  0,00004
10948,28809  0,00001
10949,63379  0,00002
10950,97949  0,00001
10952,32520  0,00003
10953,67090  0,00001
10955,01758  0,00003
10956,36328  0,00001
10957,70898  0,00004
10959,05469  0,00001
10960,40039  0,00001
10961,74609  0,00001
10963,09180  0,00001
10964,43750  0,00002
10965,78320  0,00001
10967,12988  0,00001
10968,47559  0,00006
10969,82129  0,00001
10971,16699  0,00002
10972,51270  0,00000
10973,85840  0,00004
10975,20410  0,00001
10976,55078  0,00002
10977,89648  0,00004
10979,24219  0,00003
10980,58789  0,00005
10981,93359  0,00005
10983,27930  0,00003
10984,62500  0,00002
10985,97070  0,00002
10987,31641  0,00003
10988,66309  0,00001
10990,00879  0,00004
10991,35449  0,00002
10992,70020  0,00003
10994,04590  0,00002
10995,39160  0,00005
10996,73730  0,00001
10998,08398  0,00001
10999,42969  0,00001
11000,77539  0,00002
11002,12109  0,00001
11003,46680  0,00000
11004,81250  0,00001
11006,15820  0,00002
11007,50391  0,00001
11008,84961  0,00001
11010,19629  0,00000
11011,54199  0,00001
11012,88770  0,00001
11014,23340  0,00003
11015,57910  0,00002
11016,92480  0,00000
11018,27051  0,00002
11019,61719  0,00001
11020,96289  0,00001
11022,30859  0,00003
11023,65430  0,00000
11025,00000  0,00003
11026,34570  0,00001
11027,69141  0,00003
11029,03711  0,00001
11030,38281  0,00007
11031,72949  0,00002
11033,07520  0,00001
11034,42090  0,00002
11035,76660  0,00000
11037,11230  0,00004
11038,45801  0,00004
11039,80371  0,00006
11041,15039  0,00005
11042,49609  0,00005
11043,84180  0,00002
11045,18750  0,00004
11046,53320  0,00004
11047,87891  0,00003
11049,22461  0,00006
11050,57031  0,00002
11051,91602  0,00002
11053,26270  0,00001
11054,60840  0,00000
11055,95410  0,00001
11057,29980  0,00004
11058,64551  0,00001
11059,99121  0,00001
11061,33691  0,00001
11062,68359  0,00001
11064,02930  0,00000
11065,37500  0,00002
11066,72070  0,00001
11068,06641  0,00000
11069,41211  0,00001
11070,75781  0,00002
11072,10352  0,00001
11073,44922  0,00001
11074,79590  0,00001
11076,14160  0,00002
11077,48730  0,00001
11078,83301  0,00002
11080,17871  0,00002
11081,52441  0,00001
11082,87012  0,00003
11084,21680  0,00003
11085,56250  0,00002
11086,90820  0,00000
11088,25391  0,00001
11089,59961  0,00006
11090,94531  0,00001
11092,29102  0,00000
11093,63672  0,00002
11094,98242  0,00002
11096,32910  0,00005
11097,67480  0,00004
11099,02051  0,00003
11100,36621  0,00002
11101,71191  0,00000
11103,05762  0,00005
11104,40332  0,00001
11105,75000  0,00002
11107,09570  0,00001
11108,44141  0,00001
11109,78711  0,00002
11111,13281  0,00005
11112,47852  0,00003
11113,82422  0,00003
11115,16992  0,00001
11116,51562  0,00002
11117,86230  0,00000
11119,20801  0,00004
11120,55371  0,00001
11121,89941  0,00003
11123,24512  0,00001
11124,59082  0,00002
11125,93652  0,00001
11127,28320  0,00000
11128,62891  0,00001
11129,97461  0,00004
11131,32031  0,00002
11132,66602  0,00003
11134,01172  0,00001
11135,35742  0,00004
11136,70312  0,00000
11138,04883  0,00001
11139,39551  0,00000
11140,74121  0,00000
11142,08691  0,00000
11143,43262  0,00003
11144,77832  0,00000
11146,12402  0,00001
11147,46973  0,00000
11148,81641  0,00004
11150,16211  0,00001
11151,50781  0,00002
11152,85352  0,00002
11154,19922  0,00003
11155,54492  0,00005
11156,89062  0,00005
11158,23633  0,00005
11159,58203  0,00002
11160,92871  0,00002
11162,27441  0,00005
11163,62012  0,00001
11164,96582  0,00000
11166,31152  0,00000
11167,65723  0,00004
11169,00293  0,00000
11170,34961  0,00000
11171,69531  0,00000
11173,04102  0,00001
11174,38672  0,00001
11175,73242  0,00004
11177,07812  0,00001
11178,42383  0,00003
11179,76953  0,00001
11181,11523  0,00005
11182,46191  0,00001
11183,80762  0,00001
11185,15332  0,00001
11186,49902  0,00002
11187,84473  0,00000
11189,19043  0,00003
11190,53613  0,00001
11191,88281  0,00004
11193,22852  0,00000
11194,57422  0,00002
11195,91992  0,00001
11197,26562  0,00004
11198,61133  0,00002
11199,95703  0,00005
11201,30273  0,00002
11202,64844  0,00002
11203,99512  0,00001
11205,34082  0,00003
11206,68652  0,00001
11208,03223  0,00004
11209,37793  0,00001
11210,72363  0,00001
11212,06934  0,00001
11213,41602  0,00003
11214,76172  0,00004
11216,10742  0,00004
11217,45312  0,00004
11218,79883  0,00001
11220,14453  0,00002
11221,49023  0,00006
11222,83594  0,00001
11224,18164  0,00001
11225,52832  0,00002
11226,87402  0,00004
11228,21973  0,00003
11229,56543  0,00001
11230,91113  0,00003
11232,25684  0,00002
11233,60254  0,00002
11234,94922  0,00002
11236,29492  0,00001
11237,64062  0,00001
11238,98633  0,00001
11240,33203  0,00003
11241,67773  0,00001
11243,02344  0,00000
11244,36914  0,00001
11245,71484  0,00002
11247,06152  0,00000
11248,40723  0,00002
11249,75293  0,00001
11251,09863  0,00000
11252,44434  0,00001
11253,79004  0,00004
11255,13574  0,00001
11256,48242  0,00000
11257,82812  0,00000
11259,17383  0,00002
11260,51953  0,00002
11261,86523  0,00005
11263,21094  0,00003
11264,55664  0,00003
11265,90234  0,00003
11267,24805  0,00002
11268,59473  0,00003
11269,94043  0,00006
11271,28613  0,00004
11272,63184  0,00006
11273,97754  0,00006
11275,32324  0,00002
11276,66895  0,00005
11278,01562  0,00000
11279,36133  0,00003
11280,70703  0,00008
11282,05273  0,00001
11283,39844  0,00004
11284,74414  0,00001
11286,08984  0,00003
11287,43555  0,00000
11288,78125  0,00003
11290,12793  0,00001
11291,47363  0,00001
11292,81934  0,00002
11294,16504  0,00000
11295,51074  0,00002
11296,85645  0,00002
11298,20215  0,00001
11299,54883  0,00001
11300,89453  0,00000
11302,24023  0,00001
11303,58594  0,00001
11304,93164  0,00002
11306,27734  0,00001
11307,62305  0,00001
11308,96875  0,00001
11310,31445  0,00002
11311,66113  0,00001
11313,00684  0,00000
11314,35254  0,00001
11315,69824  0,00005
11317,04395  0,00001
11318,38965  0,00003
11319,73535  0,00002
11321,08203  0,00003
11322,42773  0,00002
11323,77344  0,00002
11325,11914  0,00001
11326,46484  0,00002
11327,81055  0,00002
11329,15625  0,00006
11330,50195  0,00003
11331,84766  0,00005
11333,19434  0,00006
11334,54004  0,00000
11335,88574  0,00003
11337,23145  0,00003
11338,57715  0,00001
11339,92285  0,00002
11341,26855  0,00001
11342,61523  0,00006
11343,96094  0,00001
11345,30664  0,00001
11346,65234  0,00002
11347,99805  0,00001
11349,34375  0,00002
11350,68945  0,00001
11352,03516  0,00002
11353,38086  0,00004
11354,72754  0,00001
11356,07324  0,00003
11357,41895  0,00001
11358,76465  0,00002
11360,11035  0,00001
11361,45605  0,00002
11362,80176  0,00001
11364,14844  0,00004
11365,49414  0,00000
11366,83984  0,00002
11368,18555  0,00000
11369,53125  0,00006
11370,87695  0,00000
11372,22266  0,00005
11373,56836  0,00001
11374,91406  0,00001
11376,26074  0,00002
11377,60645  0,00004
11378,95215  0,00002
11380,29785  0,00000
11381,64355  0,00001
11382,98926  0,00001
11384,33496  0,00000
11385,68164  0,00003
11387,02734  0,00001
11388,37305  0,00005
11389,71875  0,00002
11391,06445  0,00004
11392,41016  0,00005
11393,75586  0,00001
11395,10156  0,00004
11396,44727  0,00003
11397,79395  0,00002
11399,13965  0,00001
11400,48535  0,00002
11401,83105  0,00007
11403,17676  0,00003
11404,52246  0,00001
11405,86816  0,00003
11407,21484  0,00003
11408,56055  0,00001
11409,90625  0,00004
11411,25195  0,00000
11412,59766  0,00001
11413,94336  0,00002
11415,28906  0,00002
11416,63477  0,00002
11417,98047  0,00003
11419,32715  0,00000
11420,67285  0,00003
11422,01855  0,00001
11423,36426  0,00003
11424,70996  0,00002
11426,05566  0,00003
11427,40137  0,00001
11428,74805  0,00003
11430,09375  0,00000
11431,43945  0,00002
11432,78516  0,00000
11434,13086  0,00007
11435,47656  0,00000
11436,82227  0,00001
11438,16797  0,00001
11439,51367  0,00003
11440,86035  0,00001
11442,20605  0,00003
11443,55176  0,00001
11444,89746  0,00007
11446,24316  0,00001
11447,58887  0,00003
11448,93457  0,00003
11450,28125  0,00003
11451,62695  0,00005
11452,97266  0,00001
11454,31836  0,00005
11455,66406  0,00004
11457,00977  0,00002
11458,35547  0,00001
11459,70117  0,00001
11461,04688  0,00001
11462,39355  0,00001
11463,73926  0,00006
11465,08496  0,00001
11466,43066  0,00004
11467,77637  0,00001
11469,12207  0,00001
11470,46777  0,00001
11471,81445  0,00006
11473,16016  0,00000
11474,50586  0,00004
11475,85156  0,00000
11477,19727  0,00005
11478,54297  0,00001
11479,88867  0,00004
11481,23438  0,00001
11482,58008  0,00005
11483,92676  0,00000
11485,27246  0,00006
11486,61816  0,00000
11487,96387  0,00002
11489,30957  0,00001
11490,65527  0,00004
11492,00098  0,00000
11493,34766  0,00000
11494,69336  0,00001
11496,03906  0,00005
11497,38477  0,00002
11498,73047  0,00004
11500,07617  0,00003
11501,42188  0,00005
11502,76758  0,00003
11504,11328  0,00004
11505,45996  0,00002
11506,80566  0,00002
11508,15137  0,00002
11509,49707  0,00003
11510,84277  0,00004
11512,18848  0,00001
11513,53418  0,00006
11514,88086  0,00005
11516,22656  0,00003
11517,57227  0,00002
11518,91797  0,00001
11520,26367  0,00001
11521,60938  0,00000
11522,95508  0,00002
11524,30078  0,00001
11525,64648  0,00000
11526,99316  0,00001
11528,33887  0,00006
11529,68457  0,00001
11531,03027  0,00001
11532,37598  0,00001
11533,72168  0,00003
11535,06738  0,00001
11536,41406  0,00002
11537,75977  0,00001
11539,10547  0,00005
11540,45117  0,00001
11541,79688  0,00005
11543,14258  0,00000
11544,48828  0,00003
11545,83398  0,00001
11547,17969  0,00006
11548,52637  0,00001
11549,87207  0,00003
11551,21777  0,00001
11552,56348  0,00005
11553,90918  0,00000
11555,25488  0,00003
11556,60059  0,00001
11557,94727  0,00001
11559,29297  0,00002
11560,63867  0,00004
11561,98438  0,00002
11563,33008  0,00002
11564,67578  0,00002
11566,02148  0,00001
11567,36719  0,00002
11568,71289  0,00002
11570,05957  0,00004
11571,40527  0,00002
11572,75098  0,00006
11574,09668  0,00005
11575,44238  0,00004
11576,78809  0,00003
11578,13379  0,00002
11579,48047  0,00002
11580,82617  0,00001
11582,17188  0,00000
11583,51758  0,00001
11584,86328  0,00004
11586,20898  0,00001
11587,55469  0,00002
11588,90039  0,00001
11590,24609  0,00006
11591,59277  0,00001
11592,93848  0,00002
11594,28418  0,00001
11595,62988  0,00002
11596,97559  0,00002
11598,32129  0,00005
11599,66699  0,00001
11601,01367  0,00005
11602,35938  0,00001
11603,70508  0,00002
11605,05078  0,00000
11606,39648  0,00003
11607,74219  0,00001
11609,08789  0,00001
11610,43359  0,00001
11611,77930  0,00001
11613,12598  0,00000
11614,47168  0,00001
11615,81738  0,00001
11617,16309  0,00002
11618,50879  0,00001
11619,85449  0,00002
11621,20020  0,00000
11622,54688  0,00002
11623,89258  0,00000
11625,23828  0,00000
11626,58398  0,00001
11627,92969  0,00001
11629,27539  0,00003
11630,62109  0,00002
11631,96680  0,00007
11633,31250  0,00006
11634,65918  0,00005
11636,00488  0,00003
11637,35059  0,00003
11638,69629  0,00004
11640,04199  0,00002
11641,38770  0,00002
11642,73340  0,00001
11644,08008  0,00004
11645,42578  0,00000
11646,77148  0,00005
11648,11719  0,00001
11649,46289  0,00002
11650,80859  0,00001
11652,15430  0,00004
11653,50000  0,00000
11654,84570  0,00003
11656,19238  0,00001
11657,53809  0,00004
11658,88379  0,00001
11660,22949  0,00005
11661,57520  0,00001
11662,92090  0,00001
11664,26660  0,00001
11665,61328  0,00001
11666,95898  0,00001
11668,30469  0,00005
11669,65039  0,00001
11670,99609  0,00006
11672,34180  0,00002
11673,68750  0,00005
11675,03320  0,00002
11676,37891  0,00006
11677,72559  0,00001
11679,07129  0,00001
11680,41699  0,00000
11681,76270  0,00000
11683,10840  0,00000
11684,45410  0,00001
11685,79980  0,00001
11687,14648  0,00000
11688,49219  0,00003
11689,83789  0,00004
11691,18359  0,00006
11692,52930  0,00004
11693,87500  0,00004
11695,22070  0,00006
11696,56641  0,00003
11697,91211  0,00006
11699,25879  0,00002
11700,60449  0,00005
11701,95020  0,00002
11703,29590  0,00001
11704,64160  0,00001
11705,98730  0,00003
11707,33301  0,00000
11708,67969  0,00004
11710,02539  0,00001
11711,37109  0,00003
11712,71680  0,00000
11714,06250  0,00005
11715,40820  0,00002
11716,75391  0,00001
11718,09961  0,00003
11719,44531  0,00003
11720,79199  0,00003
11722,13770  0,00001
11723,48340  0,00001
11724,82910  0,00002
11726,17480  0,00000
11727,52051  0,00001
11728,86621  0,00001
11730,21289  0,00002
11731,55859  0,00000
11732,90430  0,00002
11734,25000  0,00001
11735,59570  0,00002
11736,94141  0,00002
11738,28711  0,00004
11739,63281  0,00001
11740,97852  0,00003
11742,32520  0,00000
11743,67090  0,00010
11745,01660  0,00000
11746,36230  0,00001
11747,70801  0,00001
11749,05371  0,00003
11750,39941  0,00005
11751,74609  0,00004
11753,09180  0,00004
11754,43750  0,00008
11755,78320  0,00001
11757,12891  0,00002
11758,47461  0,00001
11759,82031  0,00003
11761,16602  0,00001
11762,51172  0,00003
11763,85840  0,00001
11765,20410  0,00002
11766,54980  0,00001
11767,89551  0,00001
11769,24121  0,00000
11770,58691  0,00002
11771,93262  0,00000
11773,27930  0,00002
11774,62500  0,00001
11775,97070  0,00000
11777,31641  0,00002
11778,66211  0,00003
11780,00781  0,00003
11781,35352  0,00000
11782,69922  0,00002
11784,04492  0,00004
11785,39160  0,00000
11786,73730  0,00003
11788,08301  0,00001
11789,42871  0,00004
11790,77441  0,00001
11792,12012  0,00002
11793,46582  0,00000
11794,81250  0,00001
11796,15820  0,00002
11797,50391  0,00004
11798,84961  0,00002
11800,19531  0,00005
11801,54102  0,00003
11802,88672  0,00006
11804,23242  0,00003
11805,57812  0,00004
11806,92480  0,00004
11808,27051  0,00006
11809,61621  0,00006
11810,96191  0,00001
11812,30762  0,00003
11813,65332  0,00002
11814,99902  0,00001
11816,34570  0,00000
11817,69141  0,00000
11819,03711  0,00000
11820,38281  0,00001
11821,72852  0,00007
11823,07422  0,00002
11824,41992  0,00005
11825,76562  0,00002
11827,11133  0,00007
11828,45801  0,00002
11829,80371  0,00005
11831,14941  0,00001
11832,49512  0,00001
11833,84082  0,00000
11835,18652  0,00001
11836,53223  0,00001
11837,87891  0,00005
11839,22461  0,00001
11840,57031  0,00004
11841,91602  0,00001
11843,26172  0,00004
11844,60742  0,00000
11845,95312  0,00005
11847,29883  0,00001
11848,64453  0,00002
11849,99121  0,00001
11851,33691  0,00005
11852,68262  0,00000
11854,02832  0,00004
11855,37402  0,00001
11856,71973  0,00002
11858,06543  0,00002
11859,41211  0,00003
11860,75781  0,00003
11862,10352  0,00003
11863,44922  0,00004
11864,79492  0,00006
11866,14062  0,00005
11867,48633  0,00004
11868,83203  0,00006
11870,17773  0,00000
11871,52441  0,00004
11872,87012  0,00001
11874,21582  0,00002
11875,56152  0,00002
11876,90723  0,00000
11878,25293  0,00003
11879,59863  0,00000
11880,94531  0,00001
11882,29102  0,00001
11883,63672  0,00000
11884,98242  0,00001
11886,32812  0,00001
11887,67383  0,00000
11889,01953  0,00001
11890,36523  0,00000
11891,71094  0,00003
11893,05762  0,00001
11894,40332  0,00001
11895,74902  0,00001
11897,09473  0,00006
11898,44043  0,00000
11899,78613  0,00006
11901,13184  0,00000
11902,47852  0,00001
11903,82422  0,00000
11905,16992  0,00001
11906,51562  0,00001
11907,86133  0,00006
11909,20703  0,00001
11910,55273  0,00002
11911,89844  0,00001
11913,24414  0,00003
11914,59082  0,00001
11915,93652  0,00001
11917,28223  0,00002
11918,62793  0,00002
11919,97363  0,00002
11921,31934  0,00003
11922,66504  0,00003
11924,01172  0,00006
11925,35742  0,00004
11926,70312  0,00003
11928,04883  0,00006
11929,39453  0,00000
11930,74023  0,00004
11932,08594  0,00000
11933,43164  0,00003
11934,77734  0,00003
11936,12402  0,00002
11937,46973  0,00004
11938,81543  0,00002
11940,16113  0,00002
11941,50684  0,00001
11942,85254  0,00004
11944,19824  0,00001
11945,54492  0,00005
11946,89062  0,00000
11948,23633  0,00003
11949,58203  0,00001
11950,92773  0,00006
11952,27344  0,00001
11953,61914  0,00003
11954,96484  0,00000
11956,31055  0,00005
11957,65723  0,00001
11959,00293  0,00006
11960,34863  0,00001
11961,69434  0,00001
11963,04004  0,00001
11964,38574  0,00003
11965,73145  0,00001
11967,07812  0,00001
11968,42383  0,00001
11969,76953  0,00006
11971,11523  0,00001
11972,46094  0,00000
11973,80664  0,00001
11975,15234  0,00003
11976,49805  0,00001
11977,84375  0,00001
